name,category_id,standing,nothing,moving,empty
S4_C06_R2_IMAG0626.JPG,19,1,0,0,0
S2_G12_R3_IMAG0213.JPG,7,1,0,0,0
S7_L06_R3_IMAG0168.JPG,11,1,0,0,0
S5_K08_R1_IMAG0223.JPG,1,0,0,1,0
S3_E02_R11_IMAG0044.JPG,12,0,0,1,0
S4_F10_R1_IMAG3185.JPG,11,0,0,1,0
S8_J09_R2_IMAG1350.JPG,9,0,0,1,0
S7_T11_R3_IMAG0041.JPG,13,0,0,1,0
S8_D03_R1_IMAG1459.JPG,18,0,0,1,0
S5_E13_R1_IMAG0609.JPG,7,1,0,0,0
S8_J09_R3_IMAG0486.JPG,14,0,0,1,0
S3_K03_R11_IMAG0500.JPG,0,1,0,0,0
S2_H07_R1_PICT2038.JPG,1,1,0,0,0
S5_H07_R1_IMAG3701.JPG,9,0,0,1,0
S4_J10_R1_IMAG0040.JPG,14,1,0,0,0
S8_Q06_R2_IMAG0388.JPG,20,1,0,0,0
S9_G11_R2_IMAG4847.JPG,7,0,0,1,0
S1_H06_R3_PICT0238.JPG,11,1,0,0,0
S5_B10_R3_IMAG0104.JPG,17,0,0,1,0
S2_H07_R3_PICT5205.JPG,9,1,0,0,0
S7_J12_R2_IMAG0251.JPG,10,1,0,0,0
S9_P13_R2_IMAG0054.JPG,2,0,0,1,0
S4_J12_R1_IMAG0180.JPG,14,0,0,1,0
S2_I08_R2_IMAG0193.JPG,9,1,0,0,0
S7_P04_R1_IMAG0016.JPG,18,1,0,0,0
S2_J05_R2_IMAG0629.JPG,15,0,0,1,0
S5_L10_R1_IMAG0199.JPG,9,1,0,0,0
S5_B10_R2_IMAG0334.JPG,17,1,0,0,0
S2_J10_R1_IMAG0320.JPG,1,1,0,0,0
S2_L10_R2_PICT1673.JPG,10,1,0,0,0
S4_E05_R2_IMAG1035.JPG,7,1,0,0,0
S2_B07_R2_PICT0444.JPG,3,1,0,0,0
S8_K09_R2_IMAG0284.JPG,10,0,0,1,0
S6_J05_R2_IMAG0584.JPG,1,1,0,0,0
S4_P04_R2_IMAG1139.JPG,19,0,0,1,0
S10_I03_R2_IMAG0273.JPG,0,1,0,0,0
S8_R09_R1_IMAG0417.JPG,1,0,0,1,0
S2_C05_R3_IMAG2682.JPG,7,1,0,0,0
S8_S09_R2_IMAG0173.JPG,19,0,0,1,0
S8_H01_R3_IMAG0379.JPG,18,0,0,1,0
S8_C01_R1_IMAG1205.JPG,20,1,0,0,0
S7_I05_R1_IMAG0172.JPG,9,1,0,0,0
S7_C11_R3_IMAG0788.JPG,5,0,1,0,1
S2_H08_R3_IMAG0912.JPG,14,1,0,0,0
S10_T10_R2_IMAG0306.JPG,16,0,0,1,0
S3_H04_R11_IMAG0487.JPG,19,1,0,0,0
S8_E01_R1_IMAG0697.JPG,12,0,0,1,0
S7_L05_R3_IMAG3986.JPG,7,1,0,0,0
S4_B09_R1_IMAG0555.JPG,19,0,0,1,0
S1_J06_R3_PICT1289.JPG,17,0,0,1,0
S10_C13_R1_IMAG1407.JPG,12,0,0,1,0
S8_F07_R3_IMAG0082.JPG,4,0,0,1,0
S2_U11_R2_IMAG0072.JPG,0,1,0,0,0
S7_E13_R2_IMAG0137.JPG,2,0,0,1,0
S2_O10_R1_IMAG0171.JPG,14,1,0,0,0
SER_S11_B13_R1_IMAG2167.JPG,12,1,0,0,0
SER_S11_H13_R1_IMAG0155.JPG,2,0,0,1,0
S4_H07_R2_IMAG2160.JPG,10,1,0,0,0
S2_M04_R2_IMAG2198.JPG,19,0,0,1,0
S4_R09_R2_IMAG0707.JPG,8,0,0,1,0
S2_C10_R2_PICT0055.JPG,20,1,0,0,0
S5_H07_R1_IMAG4156.JPG,9,0,0,1,0
S8_P10_R2_IMAG0324.JPG,16,0,0,1,0
S6_L13_R2_IMAG2264.JPG,16,1,0,0,0
S2_E03_R3_IMAG0268.JPG,12,0,0,1,0
S4_C12_R1_IMAG1670.JPG,20,1,0,0,0
S2_K05_R2_PICT5726.JPG,8,0,0,1,0
S2_P07_R3_IMAG0245.JPG,3,0,0,1,0
SER_S11_I04_R1_IMAG0143.JPG,8,0,0,1,0
S1_M05_R1_PICT0113.JPG,10,0,0,1,0
S7_N08_R3_IMAG0774.JPG,10,0,0,1,0
S8_E02_R2_IMAG0685.JPG,18,0,0,1,0
S7_F01_R2_IMAG0013.JPG,0,1,0,0,0
S1_H05_R1_PICT0054.JPG,16,1,0,0,0
S8_O06_R2_IMAG0144.JPG,17,0,0,1,0
S5_J12_R3_IMAG0269.JPG,2,0,0,1,0
S5_P04_R3_IMAG1618.JPG,19,1,0,0,0
S9_M06_R4_IMAG1400.JPG,2,0,0,1,0
S8_M06_R3_IMAG2981.JPG,15,0,0,1,0
S9_D07_R3_IMAG1515.JPG,5,0,1,0,1
S7_U11_R3_IMAG0106.JPG,15,0,0,1,0
S5_F04_R3_IMAG1188.JPG,8,1,0,0,0
S9_J09_R2_IMAG0414.JPG,4,1,0,0,0
S8_C01_R3_IMAG3185.JPG,20,1,0,0,0
S10_K03_R1_IMAG0071.JPG,10,0,0,1,0
SER_S11_J09_R1_IMAG0348.JPG,4,1,0,0,0
S8_G04_R2_IMAG2215.JPG,5,0,1,0,1
S1_E08_R2_PICT2346.JPG,6,1,0,0,0
S1_H09_R1_PICT0160.JPG,13,0,0,1,0
S2_H02_R2_IMAG0617.JPG,18,0,0,1,0
SER_S11_J05_R1_IMAG1177.JPG,2,1,0,0,0
SER_S11_C08_R1_IMAG2669.JPG,7,1,0,0,0
S8_K11_R2_IMAG0007.JPG,16,0,0,1,0
S10_M08_R1_IMAG0204.JPG,15,1,0,0,0
S4_F07_R2_IMAG0255.JPG,4,0,0,1,0
S10_Q13_R1_IMAG0049.JPG,5,0,1,0,1
S9_F10_R1_IMAG0719.JPG,13,1,0,0,0
S2_L03_R3_IMAG1311.JPG,19,1,0,0,0
S1_O10_R2_PICT3064.JPG,5,0,1,0,1
S5_H07_R1_IMAG2060.JPG,4,0,0,1,0
SER_S11_F02_R2_IMAG0241.JPG,0,0,0,1,0
S7_B03_R2_IMAG0382.JPG,0,1,0,0,0
S9_L11_R1_IMAG1433.JPG,15,0,0,1,0
S6_P03_R2_IMAG0154.JPG,1,0,0,1,0
S2_E03_R2_IMAG0653.JPG,1,1,0,0,0
S2_H08_R3_IMAG1232.JPG,9,1,0,0,0
S2_H08_R3_IMAG1241.JPG,15,1,0,0,0
S8_R07_R3_IMAG0017.JPG,3,0,0,1,0
S8_L04_R3_IMAG0514.JPG,5,0,1,0,1
S8_G04_R2_IMAG0514.JPG,1,0,0,1,0
SER_S11_P06_R2_IMAG0091.JPG,16,1,0,0,0
S2_J08_R2_PICT0911.JPG,9,0,0,1,0
S6_B12_R2_IMAG1632.JPG,0,0,0,1,0
S10_L11_R2_IMAG0993.JPG,15,1,0,0,0
S8_M08_R1_IMAG0592.JPG,3,0,0,1,0
S5_C04_R3_IMAG1067.JPG,16,1,0,0,0
S2_Q09_R4_IMAG0068.JPG,3,0,0,1,0
S1_H08_R1_PICT0252.JPG,13,1,0,0,0
S6_L13_R2_IMAG2250.JPG,9,1,0,0,0
S9_M07_R2_IMAG0069.JPG,2,0,0,1,0
S1_J05_R4_PICT0194.JPG,13,1,0,0,0
S8_F04_R2_IMAG0044.JPG,9,0,0,1,0
S3_E04_R11_IMAG0392.JPG,8,1,0,0,0
S5_T10_R3_IMAG0120.JPG,17,1,0,0,0
S6_N02_R1_IMAG0620.JPG,1,0,0,1,0
S7_U11_R2_IMAG0078.JPG,14,0,0,1,0
S3_I03_R12_IMAG0136.JPG,20,1,0,0,0
SER_S11_M08_R2_IMAG0111.JPG,2,1,0,0,0
S3_F08_R12_IMAG5376.JPG,5,0,1,0,1
S5_E05_R1_IMAG1747.JPG,0,0,0,1,0
S5_C13_R2_IMAG0758.JPG,4,0,0,1,0
S9_C01_R3_IMAG1337.JPG,18,0,0,1,0
S5_N08_R3_IMAG0096.JPG,10,1,0,0,0
S2_H07_R2_PICT2228.JPG,10,1,0,0,0
SER_S11_M09_R1_IMAG3281.JPG,15,1,0,0,0
S1_P10_R1_PICT0520.JPG,14,0,0,1,0
S5_L10_R2_IMAG0757.JPG,1,1,0,0,0
S5_B08_R1_IMAG1998.JPG,19,0,0,1,0
S8_H06_R1_IMAG0139.JPG,7,0,0,1,0
S4_C13_R1_IMAG0272.JPG,19,0,0,1,0
S6_P13_R2_IMAG1487.JPG,16,1,0,0,0
S7_J05_R1_IMAG0755.JPG,19,1,0,0,0
S2_F01_R2_IMAG0035.JPG,4,0,0,1,0
S10_M09_R3_IMAG0323.JPG,14,0,0,1,0
S4_E04_R2_IMAG0079.JPG,17,0,0,1,0
S8_S08_R2_IMAG3826.JPG,5,0,1,0,1
S9_D10_R3_IMAG6157.JPG,4,0,0,1,0
S2_L10_R1_PICT0021.JPG,2,0,0,1,0
SER_S11_H05_R1_IMAG3446.JPG,11,0,0,1,0
S7_L02_R2_IMAG0054.JPG,12,1,0,0,0
S7_D11_R2_IMAG7785.JPG,5,0,1,0,1
S1_I12_R1_PICT0033.JPG,9,0,0,1,0
S5_F03_R3_IMAG1159.JPG,1,0,0,1,0
SER_S11_M13_R2_IMAG3778.JPG,5,0,1,0,1
S9_Q08_R1_IMAG0719.JPG,17,0,0,1,0
S2_M05_R3_IMAG0365.JPG,13,0,0,1,0
SER_S11_J04_R2_IMAG0445.JPG,1,0,0,1,0
S9_H04_R2_IMAG0256.JPG,17,0,0,1,0
S4_L10_R2_IMAG0135.JPG,1,0,0,1,0
S2_M07_R2_IMAG0842.JPG,3,1,0,0,0
S1_D09_R1_PICT0095.JPG,2,1,0,0,0
SER_S11_L07_R2_IMAG0647.JPG,8,1,0,0,0
S7_E09_R1_IMAG3012.JPG,15,0,0,1,0
S2_U13_R1_PICT0041.JPG,9,0,0,1,0
S8_J02_R2_IMAG0280.JPG,20,1,0,0,0
S8_B06_R1_IMAG0554.JPG,12,1,0,0,0
S5_K03_R1_IMAG1739.JPG,12,1,0,0,0
S5_C01_R3_IMAG4219.JPG,0,0,0,1,0
SER_S11_D08_R2_IMAG0762.JPG,19,1,0,0,0
S4_J05_R1_IMAG0319.JPG,6,1,0,0,0
S6_U11_R2_IMAG0064.JPG,2,1,0,0,0
S8_J06_R1_IMAG0227.JPG,7,1,0,0,0
S9_O10_R1_IMAG0041.JPG,14,1,0,0,0
S6_O06_R1_IMAG0401.JPG,4,1,0,0,0
S8_K04_R2_IMAG0273.JPG,20,0,0,1,0
S5_J02_R2_IMAG0671.JPG,7,1,0,0,0
S8_C05_R1_IMAG0888.JPG,7,0,0,1,0
S10_I05_R1_IMAG2497.JPG,19,1,0,0,0
S7_G02_R3_IMAG1278.JPG,12,0,0,1,0
S9_C11_R2_IMAG0328.JPG,9,0,0,1,0
S10_G07_R1_IMAG0475.JPG,2,1,0,0,0
S10_D04_R1_IMAG0578.JPG,20,0,0,1,0
S6_U10_R2_IMAG0518.JPG,1,0,0,1,0
S8_P10_R1_IMAG1276.JPG,14,1,0,0,0
S8_P04_R2_IMAG0131.JPG,5,0,1,0,1
S8_G12_R1_IMAG0365.JPG,1,1,0,0,0
S6_U13_R2_IMAG1671.JPG,16,0,0,1,0
S5_K03_R1_IMAG2245.JPG,19,1,0,0,0
S7_E05_R3_IMAG0344.JPG,7,0,0,1,0
S2_P09_R3_IMAG0184.JPG,7,0,0,1,0
S2_E13_R1_IMAG0311.JPG,5,0,1,0,1
S5_M09_R1_IMAG0966.JPG,4,1,0,0,0
S8_F11_R2_IMAG1328.JPG,2,1,0,0,0
S2_K06_R2_PICT0063.JPG,1,0,0,1,0
S5_C13_R2_IMAG0672.JPG,12,1,0,0,0
S2_I04_R2_IMAG1313.JPG,6,0,0,1,0
S10_D07_R2_IMAG2397.JPG,5,0,1,0,1
S8_T08_R2_IMAG0608.JPG,5,0,1,0,1
S7_F09_R1_IMAG0563.JPG,5,0,1,0,1
S10_H02_R1_IMAG1093.JPG,17,0,0,1,0
S3_M08_R11_IMAG0957.JPG,15,1,0,0,0
S2_Q09_R3_IMAG1522.JPG,13,1,0,0,0
S7_M09_R2_IMAG0321.JPG,11,1,0,0,0
S2_O12_R1_PICT1720.JPG,20,0,0,1,0
S9_H02_R1_IMAG0028.JPG,0,0,0,1,0
S8_T12_R2_IMAG0414.JPG,3,0,0,1,0
S2_L08_R1_IMAG0194.JPG,2,0,0,1,0
S5_B07_R2_IMAG2039.JPG,6,1,0,0,0
S7_B06_R1_IMAG0085.JPG,0,0,0,1,0
S2_C10_R1_PICT0098.JPG,8,0,0,1,0
S6_V10_R1_IMAG1743.JPG,14,1,0,0,0
S9_F10_R1_IMAG0641.JPG,18,0,0,1,0
S2_K03_R2_IMAG0037.JPG,10,1,0,0,0
SER_S11_E05_R1_IMAG0429.JPG,4,1,0,0,0
S3_Q06_R12_IMAG0814.JPG,17,0,0,1,0
S6_S11_R2_IMAG0069.JPG,3,1,0,0,0
S10_S09_R1_IMAG0363.JPG,17,0,0,1,0
S4_H07_R2_IMAG5185.JPG,9,0,0,1,0
S5_C01_R3_IMAG3758.JPG,18,0,0,1,0
S3_H08_R11_IMAG2642.JPG,5,0,1,0,1
S7_F10_R3_IMAG0228.JPG,6,1,0,0,0
SER_S11_K12_R2_IMAG0180.JPG,6,0,0,1,0
S7_C08_R2_IMAG2062.JPG,13,0,0,1,0
S1_R12_R2_PICT1237.JPG,7,0,0,1,0
S3_E02_R11_IMAG0851.JPG,8,0,0,1,0
S9_R11_R1_IMAG0225.JPG,17,0,0,1,0
S8_C01_R1_IMAG1672.JPG,20,1,0,0,0
S10_N13_R2_IMAG5655.JPG,5,0,1,0,1
S10_I07_R1_IMAG0108.JPG,1,0,0,1,0
S9_C13_R1_IMAG0654.JPG,1,0,0,1,0
S7_C03_R1_IMAG1539.JPG,19,1,0,0,0
S2_P11_R3_PICT0677.JPG,15,0,0,1,0
SER_S11_Q05_R1_IMAG0033.JPG,6,0,0,1,0
S6_M08_R2_IMAG0339.JPG,11,0,0,1,0
S9_F04_R2_IMAG2741.JPG,17,1,0,0,0
S8_E13_R2_IMAG1503.JPG,19,0,0,1,0
S4_I08_R2_IMAG0289.JPG,10,1,0,0,0
SER_S11_M09_R1_IMAG2803.JPG,15,0,0,1,0
S9_C05_R2_IMAG2318.JPG,13,1,0,0,0
S6_G12_R1_IMAG0056.JPG,1,0,0,1,0
S8_R09_R2_IMAG0091.JPG,20,0,0,1,0
S9_F06_R1_IMAG0143.JPG,4,0,0,1,0
S2_S09_R1_IMAG0074.JPG,0,0,0,1,0
S4_U09_R2_IMAG1395.JPG,19,0,0,1,0
S2_E02_R3_PICT0332.JPG,16,1,0,0,0
SER_S11_P06_R2_IMAG1624.JPG,17,0,0,1,0
S8_G10_R2_IMAG0073.JPG,4,1,0,0,0
S9_C04_R1_IMAG2423.JPG,13,1,0,0,0
S2_P11_R3_PICT1455.JPG,14,0,0,1,0
S1_C05_R3_PICT0876.JPG,6,1,0,0,0
S6_L13_R2_IMAG0771.JPG,16,1,0,0,0
S9_N10_R1_IMAG1465.JPG,11,0,0,1,0
S5_Q12_R4_IMAG3021.JPG,5,0,1,0,1
S4_Q10_R2_IMAG0413.JPG,6,0,0,1,0
S10_E03_R1_IMAG0460.JPG,18,1,0,0,0
S4_U13_R2_IMAG1288.JPG,13,0,0,1,0
S7_F10_R2_IMAG0218.JPG,3,1,0,0,0
SER_S11_H02_R2_IMAG1134.JPG,17,0,0,1,0
